file,text,num_chars,num_tokens
XJTU_3C_battery-4.csv,"NCM at 30°C. CC-CV 3C to 4.2V Disch 1C to 2.5V Cyc=1, SOH=0.932%. CVQ=0.389, CVt=233.220s, Islope=-1...",120,89
MIT_2017-06-30_battery-38.csv,"LFP/Graphite at 30°C. CC-CV 5.6C to 38%, 4.25C to 80%. Disch 4C to 2.0V. Cyc=1, SOH=0.978%. CVQ=0.14...",146,105
TJU_NCA_CY25-025_1-#5.csv,"NCA at 25°C. CC-CV 0.25C to 4.2V. Disch 1C to 2.65V. Cyc=1, SOH=0.907%. CVQ=0.700, CVt=2880.000s, Is...",127,96
XJTU_RW_battery-3.csv,"NCM at 30°C. 0.5C CC-CV to 4.2V, then 3C CC-CV to 4.2V Disch random current-time discharge patterns ...",173,103
MIT_2017-06-30_battery-33.csv,"LFP/Graphite at 30°C. CC-CV 5.2C to 50%, 4.25C to 80%. Disch 4C to 2.0V. Cyc=1, SOH=0.977%. CVQ=0.14...",146,105
TJU_NCM_CY45-05_1-#12.csv,"NCM at 45°C. CC-CV 0.5C to 4.2V. Disch 1C to 2.5V. Cyc=1, SOH=0.947%. CVQ=0.613, CVt=1260.514s, Islo...",125,94
MIT_2017-05-12_battery-43.csv,"LFP/Graphite at 30°C. CC-CV 12.8C to 25%, 3.6C to 80%. Disch 4C to 2.0V. Cyc=1, SOH=0.984%. CVQ=0.16...",146,105
TJU_NCM_CY25-05_1-#13.csv,"NCM at 25°C. CC-CV 0.5C to 4.2V. Disch 1C to 2.5V. Cyc=1, SOH=0.907%. CVQ=0.601, CVt=1235.480s, Islo...",125,94
TJU_NCM_CY45-05_1-#21.csv,"NCM at 45°C. CC-CV 0.5C to 4.2V. Disch 1C to 2.5V. Cyc=1, SOH=0.927%. CVQ=0.613, CVt=1262.100s, Islo...",125,94
XJTU_3C_battery-15.csv,"NCM at 30°C. CC-CV 3C to 4.2V Disch 1C to 2.5V Cyc=1, SOH=0.915%. CVQ=0.440, CVt=264.480s, Islope=-1...",120,89
MIT_2017-05-12_battery-14.csv,"LFP/Graphite at 30°C. CC-CV 5.4C to 60%, 3C to 80%. Disch 4C to 2.0V. Cyc=1, SOH=0.985%. CVQ=0.162, ...",143,102
MIT_2017-06-30_battery-3.csv,"LFP/Graphite at 30°C. CC-CV 3.6C to 80%, 3.6C to 80%. Disch 4C to 2.0V. Cyc=1, SOH=0.978%. CVQ=0.141...",145,104
TJU_NCA_CY45-05_1-#2.csv,"NCA at 45°C. CC-CV 0.5C to 4.2V. Disch 1C to 2.65V. Cyc=1, SOH=0.957%. CVQ=0.610, CVt=1255.836s, Isl...",126,95
TJU_NCA_CY25-05_1-#4.csv,"NCA at 25°C. CC-CV 0.5C to 4.2V. Disch 1C to 2.65V. Cyc=1, SOH=0.926%. CVQ=0.654, CVt=1346.078s, Isl...",126,95
MIT_2017-05-12_battery-31.csv,"LFP/Graphite at 30°C. CC-CV 12.6C to 40%, 3.6C to 80%. Disch 4C to 2.0V. Cyc=1, SOH=0.983%. CVQ=0.15...",146,105
MIT_2017-05-12_battery-2.csv,"LFP/Graphite at 30°C. CC-CV 3.6C to 80%, 3.6C to 80%. Disch 4C to 2.0V. Cyc=1, SOH=0.981%. CVQ=0.157...",145,104
TJU_NCM_CY35-05_1-#2.csv,"NCM at 35°C. CC-CV 0.5C to 4.2V. Disch 1C to 2.5V. Cyc=1, SOH=0.925%. CVQ=0.570, CVt=1172.126s, Islo...",125,94
TJU_NCA_CY25-025_1-#7.csv,"NCA at 25°C. CC-CV 0.25C to 4.2V. Disch 1C to 2.65V. Cyc=1, SOH=0.924%. CVQ=0.725, CVt=2978.542s, Is...",127,96
MIT_2017-05-12_battery-28.csv,"LFP/Graphite at 30°C. CC-CV 12.6C to 60%, 3C to 80%. Disch 4C to 2.0V. Cyc=1, SOH=0.983%. CVQ=0.159,...",144,103
TJU_NCM_CY45-05_1-#8.csv,"NCM at 45°C. CC-CV 0.5C to 4.2V. Disch 1C to 2.5V. Cyc=1, SOH=0.943%. CVQ=0.600, CVt=1236.186s, Islo...",125,94
XJTU_2C_battery-6.csv,"NCM at 30°C. CC-CV 2C to 4.2V Disch 1C to 2.5V Cyc=1, SOH=0.958%. CVQ=0.344, CVt=309.240s, Islope=-1...",120,89
XJTU_RW_battery-4.csv,"NCM at 30°C. 0.5C CC-CV to 4.2V, then 3C CC-CV to 4.2V Disch random current-time discharge patterns ...",173,103
XJTU_RW_battery-2.csv,"NCM at 30°C. 0.5C CC-CV to 4.2V, then 3C CC-CV to 4.2V Disch random current-time discharge patterns ...",173,103
TJU_NCM_CY25-05_1-#22.csv,"NCM at 25°C. CC-CV 0.5C to 4.2V. Disch 1C to 2.5V. Cyc=1, SOH=0.921%. CVQ=0.584, CVt=1201.290s, Islo...",125,94
TJU_NCM_CY45-05_1-#5.csv,"NCM at 45°C. CC-CV 0.5C to 4.2V. Disch 1C to 2.5V. Cyc=1, SOH=0.944%. CVQ=0.614, CVt=1264.104s, Islo...",125,94
MIT_2017-05-12_battery-42.csv,"LFP/Graphite at 30°C. CC-CV 12.8C to 15%, 3.6C to 80%. Disch 4C to 2.0V. Cyc=1, SOH=0.984%. CVQ=0.16...",146,105
MIT_2018-04-12_battery-46.csv,"LFP/Graphite at 30°C. CC-CV 5.3C to 54%, 4C to 80%. Disch 4C to 2.0V. Cyc=1, SOH=0.974%. CVQ=0.163, ...",143,102
TJU_NCA_CY25-025_1-#6.csv,"NCA at 25°C. CC-CV 0.25C to 4.2V. Disch 1C to 2.65V. Cyc=1, SOH=0.923%. CVQ=0.713, CVt=2930.772s, Is...",127,96
TJU_NCM_CY45-05_1-#20.csv,"NCM at 45°C. CC-CV 0.5C to 4.2V. Disch 1C to 2.5V. Cyc=1, SOH=0.921%. CVQ=0.616, CVt=1268.600s, Islo...",125,94
TJU_NCA_CY45-05_1-#9.csv,"NCA at 45°C. CC-CV 0.5C to 4.2V. Disch 1C to 2.65V. Cyc=1, SOH=0.957%. CVQ=0.606, CVt=1247.540s, Isl...",126,95
MIT_2018-04-12_battery-18.csv,"LFP/Graphite at 30°C. CC-CV 5C to 67%, 4C to 80%. Disch 4C to 2.0V. Cyc=1, SOH=0.972%. CVQ=0.162, CV...",141,100
MIT_2017-06-30_battery-48.csv,"LFP/Graphite at 30°C. CC-CV 30.6C to 60%, 3C to 80%. Disch 4C to 2.0V. Cyc=1, SOH=0.949%. CVQ=0.113,...",144,103
TJU_NCA_CY25-1_1-#7.csv,"NCA at 25°C. CC-CV 1.0C to 4.2V. Disch 1C to 2.65V. Cyc=1, SOH=0.905%. CVQ=0.804, CVt=826.294s, Islo...",125,94
MIT_2017-05-12_battery-39.csv,"LFP/Graphite at 30°C. CC-CV 12.7C to 40%, 3.6C to 80%. Disch 4C to 2.0V. Cyc=1, SOH=0.977%. CVQ=0.15...",146,105
MIT_2017-05-12_battery-27.csv,"LFP/Graphite at 30°C. CC-CV 12.6C to 60%, 3C to 80%. Disch 4C to 2.0V. Cyc=1, SOH=0.991%. CVQ=0.166,...",144,103
XJTU_2C_battery-7.csv,"NCM at 30°C. CC-CV 2C to 4.2V Disch 1C to 2.5V Cyc=1, SOH=0.969%. CVQ=0.350, CVt=314.580s, Islope=-9...",120,89
TJU_NCM_CY35-05_1-#1.csv,"NCM at 35°C. CC-CV 0.5C to 4.2V. Disch 1C to 2.5V. Cyc=1, SOH=0.916%. CVQ=0.600, CVt=1234.164s, Islo...",125,94
XJTU_RW_battery-7.csv,"NCM at 30°C. 0.5C CC-CV to 4.2V, then 3C CC-CV to 4.2V Disch random current-time discharge patterns ...",173,103
TJU_NCM_CY25-05_1-#10.csv,"NCM at 25°C. CC-CV 0.5C to 4.2V. Disch 1C to 2.5V. Cyc=1, SOH=0.910%. CVQ=0.586, CVt=1207.026s, Islo...",125,94
XJTU_Sim_satellite_battery-1.csv,"NCM at 30°C. CC-CV 2C to 4.2V Disch 0.667C Cyc=1, SOH=0.985%. CVQ=0.363, CVt=325.860s, Islope=-7.97e...",116,87
MIT_2018-04-12_battery-4.csv,"LFP/Graphite at 30°C. CC-CV 5.6C to 19%, 4.6C to 80%. Disch 4C to 2.0V. Cyc=1, SOH=0.967%. CVQ=0.157...",145,104
MIT_2017-06-30_battery-6.csv,"LFP/Graphite at 30°C. CC-CV 30.4C to 80%, 4C to 80%. Disch 4C to 2.0V. Cyc=1, SOH=0.972%. CVQ=0.133,...",144,103
TJU_NCM_CY45-05_1-#18.csv,"NCM at 45°C. CC-CV 0.5C to 4.2V. Disch 1C to 2.5V. Cyc=1, SOH=0.917%. CVQ=0.610, CVt=1254.794s, Islo...",125,94
MIT_2018-04-12_battery-40.csv,"LFP/Graphite at 30°C. CC-CV 5C to 67%, 4C to 80%. Disch 4C to 2.0V. Cyc=1, SOH=0.956%. CVQ=0.147, CV...",141,100
TJU_NCA_CY25-05_1-#9.csv,"NCA at 25°C. CC-CV 0.5C to 4.2V. Disch 1C to 2.65V. Cyc=1, SOH=0.935%. CVQ=0.655, CVt=1346.634s, Isl...",126,95
MIT_2017-05-12_battery-10.csv,"LFP/Graphite at 30°C. CC-CV 5.4C to 80%, 5.4C to 80%. Disch 4C to 2.0V. Cyc=1, SOH=0.987%. CVQ=0.162...",145,104
TJU_NCM_CY25-05_1-#17.csv,"NCM at 25°C. CC-CV 0.5C to 4.2V. Disch 1C to 2.5V. Cyc=1, SOH=0.905%. CVQ=0.595, CVt=1223.494s, Islo...",125,94
MIT_2017-05-12_battery-26.csv,"LFP/Graphite at 30°C. CC-CV 12.6C to 50%, 3C to 80%. Disch 4C to 2.0V. Cyc=1, SOH=0.978%. CVQ=0.156,...",144,103
TJU_NCM_CY25-05_1-#23.csv,"NCM at 25°C. CC-CV 0.5C to 4.2V. Disch 1C to 2.5V. Cyc=1, SOH=0.924%. CVQ=0.605, CVt=1245.024s, Islo...",125,94
MIT_2018-04-12_battery-42.csv,"LFP/Graphite at 30°C. CC-CV 5.6C to 19%, 4.6C to 80%. Disch 4C to 2.0V. Cyc=1, SOH=0.958%. CVQ=0.148...",145,104
XJTU_Sim_satellite_battery-3.csv,"NCM at 30°C. CC-CV 2C to 4.2V Disch 0.667C Cyc=1, SOH=0.984%. CVQ=0.369, CVt=331.860s, Islope=-8.16e...",116,87
MIT_2017-05-12_battery-37.csv,"LFP/Graphite at 30°C. CC-CV 12.7C to 30%, 3.6C to 80%. Disch 4C to 2.0V. Cyc=1, SOH=0.981%. CVQ=0.15...",146,105
TJU_NCM_CY45-05_1-#25.csv,"NCM at 45°C. CC-CV 0.5C to 4.2V. Disch 1C to 2.5V. Cyc=1, SOH=0.928%. CVQ=0.595, CVt=1224.696s, Islo...",125,94
MIT_2018-04-12_battery-6.csv,"LFP/Graphite at 30°C. CC-CV 4.8C to 80%, 4.8C to 80%. Disch 4C to 2.0V. Cyc=1, SOH=0.958%. CVQ=0.145...",145,104
MIT_2017-05-12_battery-24.csv,"LFP/Graphite at 30°C. CC-CV 12.6C to 40%, 3C to 80%. Disch 4C to 2.0V. Cyc=1, SOH=0.984%. CVQ=0.162,...",144,103
TJU_NCA_CY25-05_1-#10.csv,"NCA at 25°C. CC-CV 0.5C to 4.2V. Disch 1C to 2.65V. Cyc=1, SOH=0.933%. CVQ=0.655, CVt=1348.154s, Isl...",126,95
TJU_NCM_CY25-05_1-#2.csv,"NCM at 25°C. CC-CV 0.5C to 4.2V. Disch 1C to 2.5V. Cyc=1, SOH=0.926%. CVQ=0.605, CVt=1247.400s, Islo...",125,94
MIT_2017-06-30_battery-39.csv,"LFP/Graphite at 30°C. CC-CV 5.6C to 47%, 4C to 80%. Disch 4C to 2.0V. Cyc=1, SOH=0.973%. CVQ=0.139, ...",143,102
MIT_2017-05-12_battery-7.csv,"LFP/Graphite at 30°C. CC-CV 4.8C to 80%, 4.8C to 80%. Disch 4C to 2.0V. Cyc=1, SOH=0.983%. CVQ=0.156...",145,104
MIT_2017-06-30_battery-4.csv,"LFP/Graphite at 30°C. CC-CV 4.8C to 80%, 4.8C to 80%. Disch 4C to 2.0V. Cyc=1, SOH=0.971%. CVQ=0.131...",145,104
TJU_NCA_CY25-05_1-#18.csv,"NCA at 25°C. CC-CV 0.5C to 4.2V. Disch 1C to 2.65V. Cyc=1, SOH=0.930%. CVQ=0.659, CVt=1357.014s, Isl...",126,95
MIT_2017-05-12_battery-18.csv,"LFP/Graphite at 30°C. CC-CV 5.4C to 40%, 3.6C to 80%. Disch 4C to 2.0V. Cyc=1, SOH=0.977%. CVQ=0.153...",145,104
TJU_NCM_CY25-05_1-#15.csv,"NCM at 25°C. CC-CV 0.5C to 4.2V. Disch 1C to 2.5V. Cyc=1, SOH=0.908%. CVQ=0.605, CVt=1242.766s, Islo...",125,94
TJU_NCA_CY25-025_1-#1.csv,"NCA at 25°C. CC-CV 0.25C to 4.2V. Disch 1C to 2.65V. Cyc=1, SOH=0.928%. CVQ=0.700, CVt=2880.000s, Is...",127,96
MIT_2018-04-12_battery-15.csv,"LFP/Graphite at 30°C. CC-CV 5.6C to 36%, 4.3C to 80%. Disch 4C to 2.0V. Cyc=1, SOH=0.977%. CVQ=0.162...",145,104
MIT_2017-06-30_battery-13.csv,"LFP/Graphite at 30°C. CC-CV 3.6C to 22%, 5.5C to 80%. Disch 4C to 2.0V. Cyc=1, SOH=0.975%. CVQ=0.137...",145,104
TJU_NCM_CY25-05_1-#6.csv,"NCM at 25°C. CC-CV 0.5C to 4.2V. Disch 1C to 2.5V. Cyc=1, SOH=0.922%. CVQ=0.587, CVt=1204.784s, Islo...",125,94
MIT_2017-06-30_battery-31.csv,"LFP/Graphite at 30°C. CC-CV 5.2C to 10%, 4.75C to 80%. Disch 4C to 2.0V. Cyc=1, SOH=0.971%. CVQ=0.13...",146,105
MIT_2017-05-12_battery-1.csv,"LFP/Graphite at 30°C. CC-CV 3.6C to 80%, 3.6C to 80%. Disch 4C to 2.0V. Cyc=1, SOH=0.977%. CVQ=0.151...",145,104
MIT_2017-05-12_battery-22.csv,"LFP/Graphite at 30°C. CC-CV 5.4C to 60%, 3.6C to 80%. Disch 4C to 2.0V. Cyc=1, SOH=0.985%. CVQ=0.153...",145,104
XJTU_R2.5_battery-3.csv,"NCM at 30°C. CC-CV 2C to 4.2V Disch 0.5C-5C to 2.5V Cyc=1, SOH=0.962%. CVQ=0.348, CVt=313.260s, Islo...",125,94
TJU_NCA_CY25-1_1-#9.csv,"NCA at 25°C. CC-CV 1.0C to 4.2V. Disch 1C to 2.65V. Cyc=1, SOH=0.896%. CVQ=0.806, CVt=828.878s, Islo...",125,94
XJTU_R2.5_battery-1.csv,"NCM at 30°C. CC-CV 2C to 4.2V Disch 0.5C-5C to 2.5V Cyc=1, SOH=0.927%. CVQ=0.347, CVt=312.240s, Islo...",125,94
TJU_NCM_CY25-05_1-#4.csv,"NCM at 25°C. CC-CV 0.5C to 4.2V. Disch 1C to 2.5V. Cyc=1, SOH=0.917%. CVQ=0.602, CVt=1240.076s, Islo...",125,94
MIT_2017-06-30_battery-7.csv,"LFP/Graphite at 30°C. CC-CV 4.8C to 80%, 4.8C to 80%. Disch 4C to 2.0V. Cyc=1, SOH=0.973%. CVQ=0.136...",145,104
MIT_2017-06-30_battery-23.csv,"LFP/Graphite at 30°C. CC-CV 4.65C to 69%, 6C to 80%. Disch 4C to 2.0V. Cyc=1, SOH=0.983%. CVQ=0.144,...",144,103
TJU_NCA_CY45-05_1-#16.csv,"NCA at 45°C. CC-CV 0.5C to 4.2V. Disch 1C to 2.65V. Cyc=1, SOH=0.923%. CVQ=0.633, CVt=1301.186s, Isl...",126,95
MIT_2017-06-30_battery-35.csv,"LFP/Graphite at 30°C. CC-CV 5.2C to 66%, 3.5C to 80%. Disch 4C to 2.0V. Cyc=1, SOH=0.972%. CVQ=0.137...",145,104
TJU_NCM_CY45-05_1-#15.csv,"NCM at 45°C. CC-CV 0.5C to 4.2V. Disch 1C to 2.5V. Cyc=1, SOH=0.922%. CVQ=0.612, CVt=1257.646s, Islo...",125,94
XJTU_2C_battery-4.csv,"NCM at 30°C. CC-CV 2C to 4.2V Disch 1C to 2.5V Cyc=1, SOH=0.947%. CVQ=0.352, CVt=317.160s, Islope=-9...",120,89
MIT_2018-04-12_battery-19.csv,"LFP/Graphite at 30°C. CC-CV 5.3C to 54%, 4C to 80%. Disch 4C to 2.0V. Cyc=1, SOH=0.973%. CVQ=0.165, ...",143,102
XJTU_3C_battery-5.csv,"NCM at 30°C. CC-CV 3C to 4.2V Disch 1C to 2.5V Cyc=1, SOH=0.955%. CVQ=0.388, CVt=232.560s, Islope=-1...",120,89
MIT_2017-06-30_battery-25.csv,"LFP/Graphite at 30°C. CC-CV 4.9C to 61%, 4.5C to 80%. Disch 4C to 2.0V. Cyc=1, SOH=0.972%. CVQ=0.133...",145,104
TJU_NCM_CY45-05_1-#14.csv,"NCM at 45°C. CC-CV 0.5C to 4.2V. Disch 1C to 2.5V. Cyc=1, SOH=0.944%. CVQ=0.616, CVt=1267.580s, Islo...",125,94
TJU_NCA_CY45-05_1-#19.csv,"NCA at 45°C. CC-CV 0.5C to 4.2V. Disch 1C to 2.65V. Cyc=1, SOH=0.926%. CVQ=0.615, CVt=1266.724s, Isl...",126,95
MIT_2017-05-12_battery-19.csv,"LFP/Graphite at 30°C. CC-CV 5.4C to 50%, 3.6C to 80%. Disch 4C to 2.0V. Cyc=1, SOH=0.972%. CVQ=0.147...",145,104
TJU_NCM_CY45-05_1-#22.csv,"NCM at 45°C. CC-CV 0.5C to 4.2V. Disch 1C to 2.5V. Cyc=1, SOH=0.921%. CVQ=0.613, CVt=1260.832s, Islo...",125,94
TJU_NCA_CY45-05_1-#15.csv,"NCA at 45°C. CC-CV 0.5C to 4.2V. Disch 1C to 2.65V. Cyc=1, SOH=0.924%. CVQ=0.616, CVt=1265.944s, Isl...",126,95
MIT_2017-06-30_battery-2.csv,"LFP/Graphite at 30°C. CC-CV 3.6C to 80%, 3.6C to 80%. Disch 4C to 2.0V. Cyc=1, SOH=0.975%. CVQ=0.137...",145,104
MIT_2017-06-30_battery-37.csv,"LFP/Graphite at 30°C. CC-CV 5.6C to 25%, 4.5C to 80%. Disch 4C to 2.0V. Cyc=1, SOH=0.981%. CVQ=0.148...",145,104
MIT_2018-04-12_battery-36.csv,"LFP/Graphite at 30°C. CC-CV 3.7C to 31%, 5.9C to 80%. Disch 4C to 2.0V. Cyc=1, SOH=0.968%. CVQ=0.160...",145,104
TJU_NCM_CY45-05_1-#3.csv,"NCM at 45°C. CC-CV 0.5C to 4.2V. Disch 1C to 2.5V. Cyc=1, SOH=0.944%. CVQ=0.612, CVt=1260.050s, Islo...",125,94
TJU_NCA_CY45-05_1-#4.csv,"NCA at 45°C. CC-CV 0.5C to 4.2V. Disch 1C to 2.65V. Cyc=1, SOH=0.949%. CVQ=0.608, CVt=1247.790s, Isl...",126,95
MIT_2017-06-30_battery-1.csv,"LFP/Graphite at 30°C. CC-CV 3.6C to 80%, 3.6C to 80%. Disch 4C to 2.0V. Cyc=1, SOH=0.974%. CVQ=0.137...",145,104
TJU_NCA_CY25-05_1-#8.csv,"NCA at 25°C. CC-CV 0.5C to 4.2V. Disch 1C to 2.65V. Cyc=1, SOH=0.939%. CVQ=0.663, CVt=1364.246s, Isl...",126,95
MIT_2017-05-12_battery-4.csv,"LFP/Graphite at 30°C. CC-CV 12.4C to 80%, 4C to 80%. Disch 4C to 2.0V. Cyc=1, SOH=0.984%. CVQ=0.156,...",144,103
MIT_2017-05-12_battery-11.csv,"LFP/Graphite at 30°C. CC-CV 5.4C to 50%, 3C to 80%. Disch 4C to 2.0V. Cyc=1, SOH=0.979%. CVQ=0.154, ...",143,102
MIT_2018-04-12_battery-10.csv,"LFP/Graphite at 30°C. CC-CV 5C to 67%, 4C to 80%. Disch 4C to 2.0V. Cyc=1, SOH=0.974%. CVQ=0.162, CV...",141,100
TJU_NCM_CY25-05_1-#16.csv,"NCM at 25°C. CC-CV 0.5C to 4.2V. Disch 1C to 2.5V. Cyc=1, SOH=0.910%. CVQ=0.606, CVt=1246.390s, Islo...",125,94
TJU_NCM_CY25-05_1-#21.csv,"NCM at 25°C. CC-CV 0.5C to 4.2V. Disch 1C to 2.5V. Cyc=1, SOH=0.922%. CVQ=0.607, CVt=1250.062s, Islo...",125,94
