file,text,num_chars,num_tokens
XJTU_3C_battery-14.csv,"NCM at 30°C. CC-CV 3C to 4.2V Disch 1C to 2.5V Cyc=1, SOH=0.919%. CVQ=0.436, CVt=261.780s, Islope=-1...",120,89
XJTU_Sim_satellite_battery-6.csv,"NCM at 30°C. CC-CV 2C to 4.2V Disch 0.667C Cyc=1, SOH=1.004%. CVQ=0.359, CVt=323.220s, Islope=-7.76e...",116,87
MIT_2018-04-12_battery-33.csv,"LFP/Graphite at 30°C. CC-CV 5.3C to 54%, 4C to 80%. Disch 4C to 2.0V. Cyc=1, SOH=0.977%. CVQ=0.173, ...",143,102
TJU_NCM_CY25-05_1-#18.csv,"NCM at 25°C. CC-CV 0.5C to 4.2V. Disch 1C to 2.5V. Cyc=1, SOH=0.923%. CVQ=0.585, CVt=1202.034s, Islo...",125,94
MIT_2017-06-30_battery-12.csv,"LFP/Graphite at 30°C. CC-CV 30.2C to 7%, 5.5C to 80%. Disch 4C to 2.0V. Cyc=1, SOH=0.975%. CVQ=0.139...",145,104
TJU_NCA_CY25-1_1-#2.csv,"NCA at 25°C. CC-CV 1.0C to 4.2V. Disch 1C to 2.65V. Cyc=1, SOH=0.904%. CVQ=0.824, CVt=847.110s, Islo...",125,94
TJU_NCM_CY45-05_1-#26.csv,"NCM at 45°C. CC-CV 0.5C to 4.2V. Disch 1C to 2.5V. Cyc=1, SOH=0.922%. CVQ=0.595, CVt=1226.054s, Islo...",125,94
MIT_2017-05-12_battery-15.csv,"LFP/Graphite at 30°C. CC-CV 5.4C to 70%, 3C to 80%. Disch 4C to 2.0V. Cyc=1, SOH=0.976%. CVQ=0.153, ...",143,102
TJU_NCA_CY45-05_1-#8.csv,"NCA at 45°C. CC-CV 0.5C to 4.2V. Disch 1C to 2.65V. Cyc=1, SOH=0.937%. CVQ=0.638, CVt=1311.378s, Isl...",126,95
TJU_NCA_CY25-1_1-#8.csv,"NCA at 25°C. CC-CV 1.0C to 4.2V. Disch 1C to 2.65V. Cyc=1, SOH=0.893%. CVQ=0.810, CVt=832.898s, Islo...",125,94
TJU_NCA_CY25-1_1-#6.csv,"NCA at 25°C. CC-CV 1.0C to 4.2V. Disch 1C to 2.65V. Cyc=1, SOH=0.881%. CVQ=0.827, CVt=851.322s, Islo...",125,94
TJU_NCA_CY45-05_1-#22.csv,"NCA at 45°C. CC-CV 0.5C to 4.2V. Disch 1C to 2.65V. Cyc=1, SOH=0.924%. CVQ=0.618, CVt=1270.584s, Isl...",126,95
TJU_NCA_CY25-1_1-#1.csv,"NCA at 25°C. CC-CV 1.0C to 4.2V. Disch 1C to 2.65V. Cyc=1, SOH=0.898%. CVQ=0.817, CVt=840.572s, Islo...",125,94
MIT_2018-04-12_battery-24.csv,"LFP/Graphite at 30°C. CC-CV 5.9C to 15%, 4.6C to 80%. Disch 4C to 2.0V. Cyc=1, SOH=0.971%. CVQ=0.162...",145,104
TJU_NCM_CY45-05_1-#11.csv,"NCM at 45°C. CC-CV 0.5C to 4.2V. Disch 1C to 2.5V. Cyc=1, SOH=0.943%. CVQ=0.626, CVt=1287.048s, Islo...",125,94
MIT_2018-04-12_battery-34.csv,"LFP/Graphite at 30°C. CC-CV 5.6C to 19%, 4.6C to 80%. Disch 4C to 2.0V. Cyc=1, SOH=0.964%. CVQ=0.154...",145,104
TJU_NCM_CY45-05_1-#1.csv,"NCM at 45°C. CC-CV 0.5C to 4.2V. Disch 1C to 2.5V. Cyc=1, SOH=0.944%. CVQ=0.615, CVt=1267.150s, Islo...",125,94
XJTU_3C_battery-12.csv,"NCM at 30°C. CC-CV 3C to 4.2V Disch 1C to 2.5V Cyc=1, SOH=0.938%. CVQ=0.417, CVt=250.200s, Islope=-5...",120,89
XJTU_R2.5_battery-5.csv,"NCM at 30°C. CC-CV 2C to 4.2V Disch 0.5C-5C to 2.5V Cyc=1, SOH=0.972%. CVQ=0.345, CVt=310.560s, Islo...",125,94
TJU_NCA_CY45-05_1-#14.csv,"NCA at 45°C. CC-CV 0.5C to 4.2V. Disch 1C to 2.65V. Cyc=1, SOH=0.953%. CVQ=0.616, CVt=1265.660s, Isl...",126,95
TJU_NCM_CY45-05_1-#19.csv,"NCM at 45°C. CC-CV 0.5C to 4.2V. Disch 1C to 2.5V. Cyc=1, SOH=0.922%. CVQ=0.604, CVt=1245.252s, Islo...",125,94
TJU_NCA_CY25-05_1-#1.csv,"NCA at 25°C. CC-CV 0.5C to 4.2V. Disch 1C to 2.65V. Cyc=1, SOH=0.926%. CVQ=0.672, CVt=1383.418s, Isl...",126,95
MIT_2017-06-30_battery-42.csv,"LFP/Graphite at 30°C. CC-CV 5.6C to 65%, 3C to 80%. Disch 4C to 2.0V. Cyc=1, SOH=0.973%. CVQ=0.141, ...",143,102
TJU_NCA_CY25-05_1-#13.csv,"NCA at 25°C. CC-CV 0.5C to 4.2V. Disch 1C to 2.65V. Cyc=1, SOH=0.929%. CVQ=0.640, CVt=1319.096s, Isl...",126,95
MIT_2017-05-12_battery-29.csv,"LFP/Graphite at 30°C. CC-CV 12.6C to 30%, 3.6C to 80%. Disch 4C to 2.0V. Cyc=1, SOH=0.982%. CVQ=0.15...",146,105
TJU_NCM_CY25-05_1-#19.csv,"NCM at 25°C. CC-CV 0.5C to 4.2V. Disch 1C to 2.5V. Cyc=1, SOH=0.923%. CVQ=0.600, CVt=1233.628s, Islo...",125,94
MIT_2017-06-30_battery-22.csv,"LFP/Graphite at 30°C. CC-CV 4.65C to 44%, 5C to 80%. Disch 4C to 2.0V. Cyc=1, SOH=0.980%. CVQ=0.144,...",144,103
XJTU_3C_battery-2.csv,"NCM at 30°C. CC-CV 3C to 4.2V Disch 1C to 2.5V Cyc=1, SOH=0.963%. CVQ=0.395, CVt=236.640s, Islope=-9...",120,89
MIT_2017-06-30_battery-29.csv,"LFP/Graphite at 30°C. CC-CV 30.4C to 40%, 6C to 80%. Disch 4C to 2.0V. Cyc=1, SOH=0.976%. CVQ=0.139,...",144,103
XJTU_Sim_satellite_battery-5.csv,"NCM at 30°C. CC-CV 2C to 4.2V Disch 0.667C Cyc=1, SOH=0.982%. CVQ=0.352, CVt=316.500s, Islope=-9.70e...",116,87
XJTU_2C_battery-5.csv,"NCM at 30°C. CC-CV 2C to 4.2V Disch 1C to 2.5V Cyc=1, SOH=0.951%. CVQ=0.351, CVt=316.020s, Islope=-8...",120,89
MIT_2017-05-12_battery-45.csv,"LFP/Graphite at 30°C. CC-CV 12.8C to 35%, 3.6C to 80%. Disch 4C to 2.0V. Cyc=1, SOH=0.987%. CVQ=0.16...",146,105
TJU_NCM_CY45-05_1-#24.csv,"NCM at 45°C. CC-CV 0.5C to 4.2V. Disch 1C to 2.5V. Cyc=1, SOH=0.922%. CVQ=0.609, CVt=1254.530s, Islo...",125,94
TJU_NCA_CY25-1_1-#3.csv,"NCA at 25°C. CC-CV 1.0C to 4.2V. Disch 1C to 2.65V. Cyc=1, SOH=0.884%. CVQ=0.812, CVt=834.664s, Islo...",125,94
TJU_NCA_CY25-05_1-#11.csv,"NCA at 25°C. CC-CV 0.5C to 4.2V. Disch 1C to 2.65V. Cyc=1, SOH=0.924%. CVQ=0.667, CVt=1375.432s, Isl...",126,95
TJU_NCA_CY45-05_1-#28.csv,"NCA at 45°C. CC-CV 0.5C to 4.2V. Disch 1C to 2.65V. Cyc=1, SOH=0.932%. CVQ=0.618, CVt=1269.502s, Isl...",126,95
TJU_NCM_CY45-05_1-#28.csv,"NCM at 45°C. CC-CV 0.5C to 4.2V. Disch 1C to 2.5V. Cyc=1, SOH=0.922%. CVQ=0.612, CVt=1256.368s, Islo...",125,94
XJTU_R3_battery-2.csv,"NCM at 30°C. CC-CV 2C to 4.2V Disch 0.5C-5C to 3.0V Cyc=1, SOH=0.952%. CVQ=0.351, CVt=316.020s, Islo...",125,94
MIT_2017-05-12_battery-20.csv,"LFP/Graphite at 30°C. CC-CV 5.4C to 50%, 3.6C to 80%. Disch 4C to 2.0V. Cyc=1, SOH=0.988%. CVQ=0.163...",145,104
TJU_NCM_CY45-05_1-#10.csv,"NCM at 45°C. CC-CV 0.5C to 4.2V. Disch 1C to 2.5V. Cyc=1, SOH=0.939%. CVQ=0.625, CVt=1285.648s, Islo...",125,94
MIT_2017-06-30_battery-47.csv,"LFP/Graphite at 30°C. CC-CV 30.6C to 52%, 3.5C to 80%. Disch 4C to 2.0V. Cyc=1, SOH=0.977%. CVQ=0.14...",146,105
MIT_2017-06-30_battery-44.csv,"LFP/Graphite at 30°C. CC-CV 30.6C to 31%, 4.25C to 80%. Disch 4C to 2.0V. Cyc=1, SOH=0.978%. CVQ=0.1...",147,106
TJU_NCM_CY25-05_1-#12.csv,"NCM at 25°C. CC-CV 0.5C to 4.2V. Disch 1C to 2.5V. Cyc=1, SOH=0.900%. CVQ=0.608, CVt=1249.628s, Islo...",125,94
XJTU_RW_battery-1.csv,"NCM at 30°C. 0.5C CC-CV to 4.2V, then 3C CC-CV to 4.2V Disch random current-time discharge patterns ...",173,103
TJU_NCA_CY45-05_1-#24.csv,"NCA at 45°C. CC-CV 0.5C to 4.2V. Disch 1C to 2.65V. Cyc=1, SOH=0.928%. CVQ=0.614, CVt=1263.492s, Isl...",126,95
MIT_2017-06-30_battery-15.csv,"LFP/Graphite at 30°C. CC-CV 3.6C to 30%, 6C to 80%. Disch 4C to 2.0V. Cyc=1, SOH=0.981%. CVQ=0.142, ...",143,102
TJU_NCA_CY45-05_1-#1.csv,"NCA at 45°C. CC-CV 0.5C to 4.2V. Disch 1C to 2.65V. Cyc=1, SOH=0.957%. CVQ=0.609, CVt=1253.240s, Isl...",126,95
TJU_NCA_CY45-05_1-#21.csv,"NCA at 45°C. CC-CV 0.5C to 4.2V. Disch 1C to 2.65V. Cyc=1, SOH=0.925%. CVQ=0.629, CVt=1295.272s, Isl...",126,95
MIT_2017-06-30_battery-27.csv,"LFP/Graphite at 30°C. CC-CV 30.4C to 13%, 5C to 80%. Disch 4C to 2.0V. Cyc=1, SOH=0.982%. CVQ=0.144,...",144,103
XJTU_R3_battery-4.csv,"NCM at 30°C. CC-CV 2C to 4.2V Disch 0.5C-5C to 3.0V Cyc=1, SOH=0.963%. CVQ=0.344, CVt=310.200s, Islo...",125,94
MIT_2017-06-30_battery-14.csv,"LFP/Graphite at 30°C. CC-CV 3.6C to 2%, 4.85C to 80%. Disch 4C to 2.0V. Cyc=1, SOH=0.984%. CVQ=0.145...",145,104
TJU_NCM_CY25-05_1-#11.csv,"NCM at 25°C. CC-CV 0.5C to 4.2V. Disch 1C to 2.5V. Cyc=1, SOH=0.914%. CVQ=0.602, CVt=1240.120s, Islo...",125,94
XJTU_R2.5_battery-7.csv,"NCM at 30°C. CC-CV 2C to 4.2V Disch 0.5C-5C to 2.5V Cyc=1, SOH=0.959%. CVQ=0.353, CVt=318.240s, Islo...",125,94
MIT_2017-05-12_battery-25.csv,"LFP/Graphite at 30°C. CC-CV 12.6C to 50%, 3C to 80%. Disch 4C to 2.0V. Cyc=1, SOH=0.979%. CVQ=0.156,...",144,103
MIT_2018-04-12_battery-11.csv,"LFP/Graphite at 30°C. CC-CV 5.3C to 54%, 4C to 80%. Disch 4C to 2.0V. Cyc=1, SOH=0.968%. CVQ=0.159, ...",143,102
MIT_2018-04-12_battery-16.csv,"LFP/Graphite at 30°C. CC-CV 3.7C to 31%, 5.9C to 80%. Disch 4C to 2.0V. Cyc=1, SOH=0.972%. CVQ=0.159...",145,104
XJTU_R2.5_battery-4.csv,"NCM at 30°C. CC-CV 2C to 4.2V Disch 0.5C-5C to 2.5V Cyc=1, SOH=0.956%. CVQ=0.348, CVt=313.320s, Islo...",125,94
MIT_2017-05-12_battery-34.csv,"LFP/Graphite at 30°C. CC-CV 12.6C to 50%, 3.6C to 80%. Disch 4C to 2.0V. Cyc=1, SOH=0.994%. CVQ=0.17...",146,105
MIT_2017-05-12_battery-17.csv,"LFP/Graphite at 30°C. CC-CV 5.4C to 40%, 3.6C to 80%. Disch 4C to 2.0V. Cyc=1, SOH=0.984%. CVQ=0.159...",145,104
MIT_2018-04-12_battery-8.csv,"LFP/Graphite at 30°C. CC-CV 5.3C to 54%, 4C to 80%. Disch 4C to 2.0V. Cyc=1, SOH=0.973%. CVQ=0.162, ...",143,102
XJTU_3C_battery-13.csv,"NCM at 30°C. CC-CV 3C to 4.2V Disch 1C to 2.5V Cyc=1, SOH=0.917%. CVQ=0.417, CVt=250.620s, Islope=-1...",120,89
TJU_NCA_CY25-025_1-#3.csv,"NCA at 25°C. CC-CV 0.25C to 4.2V. Disch 1C to 2.65V. Cyc=1, SOH=0.915%. CVQ=0.715, CVt=2940.000s, Is...",127,96
MIT_2017-05-12_battery-35.csv,"LFP/Graphite at 30°C. CC-CV 12.7C to 40%, 3C to 80%. Disch 4C to 2.0V. Cyc=1, SOH=0.980%. CVQ=0.157,...",144,103
TJU_NCM_CY25-05_1-#3.csv,"NCM at 25°C. CC-CV 0.5C to 4.2V. Disch 1C to 2.5V. Cyc=1, SOH=0.918%. CVQ=0.587, CVt=1208.406s, Islo...",125,94
TJU_NCA_CY25-05_1-#5.csv,"NCA at 25°C. CC-CV 0.5C to 4.2V. Disch 1C to 2.65V. Cyc=1, SOH=0.924%. CVQ=0.660, CVt=1359.034s, Isl...",126,95
XJTU_Sim_satellite_battery-8.csv,"NCM at 30°C. CC-CV 2C to 4.2V Disch 0.667C Cyc=1, SOH=0.964%. CVQ=0.331, CVt=298.260s, Islope=-1.25e...",116,87
XJTU_3C_battery-10.csv,"NCM at 30°C. CC-CV 3C to 4.2V Disch 1C to 2.5V Cyc=1, SOH=0.918%. CVQ=0.443, CVt=265.500s, Islope=-1...",120,89
XJTU_RW_battery-5.csv,"NCM at 30°C. 0.5C CC-CV to 4.2V, then 3C CC-CV to 4.2V Disch random current-time discharge patterns ...",173,103
XJTU_R2.5_battery-6.csv,"NCM at 30°C. CC-CV 2C to 4.2V Disch 0.5C-5C to 2.5V Cyc=1, SOH=0.951%. CVQ=0.350, CVt=315.180s, Islo...",125,94
MIT_2018-04-12_battery-39.csv,"LFP/Graphite at 30°C. CC-CV 4.8C to 80%, 4.8C to 80%. Disch 4C to 2.0V. Cyc=1, SOH=0.975%. CVQ=0.168...",145,104
XJTU_2C_battery-1.csv,"NCM at 30°C. CC-CV 2C to 4.2V Disch 1C to 2.5V Cyc=1, SOH=0.950%. CVQ=0.350, CVt=314.940s, Islope=-9...",120,89
TJU_NCA_CY25-025_1-#2.csv,"NCA at 25°C. CC-CV 0.25C to 4.2V. Disch 1C to 2.65V. Cyc=1, SOH=0.934%. CVQ=0.694, CVt=2850.000s, Is...",127,96
MIT_2018-04-12_battery-27.csv,"LFP/Graphite at 30°C. CC-CV 5.6C to 19%, 4.6C to 80%. Disch 4C to 2.0V. Cyc=1, SOH=0.976%. CVQ=0.166...",145,104
TJU_NCM_CY25-05_1-#5.csv,"NCM at 25°C. CC-CV 0.5C to 4.2V. Disch 1C to 2.5V. Cyc=1, SOH=0.903%. CVQ=0.596, CVt=1227.648s, Islo...",125,94
MIT_2017-05-12_battery-30.csv,"LFP/Graphite at 30°C. CC-CV 12.6C to 30%, 3.6C to 80%. Disch 4C to 2.0V. Cyc=1, SOH=0.983%. CVQ=0.16...",146,105
MIT_2017-06-30_battery-11.csv,"LFP/Graphite at 30°C. CC-CV 30.2C to 2%, 5C to 80%. Disch 4C to 2.0V. Cyc=1, SOH=0.975%. CVQ=0.138, ...",143,102
XJTU_3C_battery-9.csv,"NCM at 30°C. CC-CV 3C to 4.2V Disch 1C to 2.5V Cyc=1, SOH=0.935%. CVQ=0.412, CVt=247.140s, Islope=-7...",120,89
TJU_NCA_CY35-05_1-#1.csv,"NCA at 35°C. CC-CV 0.5C to 4.2V. Disch 1C to 2.65V. Cyc=1, SOH=0.942%. CVQ=0.611, CVt=1254.370s, Isl...",126,95
TJU_NCA_CY45-05_1-#6.csv,"NCA at 45°C. CC-CV 0.5C to 4.2V. Disch 1C to 2.65V. Cyc=1, SOH=0.957%. CVQ=0.613, CVt=1257.012s, Isl...",126,95
TJU_NCM_CY25-05_1-#1.csv,"NCM at 25°C. CC-CV 0.5C to 4.2V. Disch 1C to 2.5V. Cyc=1, SOH=0.920%. CVQ=0.587, CVt=1208.792s, Islo...",125,94
TJU_NCM_CY45-05_1-#23.csv,"NCM at 45°C. CC-CV 0.5C to 4.2V. Disch 1C to 2.5V. Cyc=1, SOH=0.921%. CVQ=0.624, CVt=1285.066s, Islo...",125,94
MIT_2017-06-30_battery-26.csv,"LFP/Graphite at 30°C. CC-CV 4.9C to 69%, 4.25C to 80%. Disch 4C to 2.0V. Cyc=1, SOH=0.973%. CVQ=0.13...",146,105
XJTU_3C_battery-8.csv,"NCM at 30°C. CC-CV 3C to 4.2V Disch 1C to 2.5V Cyc=1, SOH=0.931%. CVQ=0.424, CVt=254.100s, Islope=-9...",120,89
TJU_NCM_CY25-05_1-#20.csv,"NCM at 25°C. CC-CV 0.5C to 4.2V. Disch 1C to 2.5V. Cyc=1, SOH=0.918%. CVQ=0.601, CVt=1235.792s, Islo...",125,94
MIT_2018-04-12_battery-26.csv,"LFP/Graphite at 30°C. CC-CV 5.3C to 54%, 4C to 80%. Disch 4C to 2.0V. Cyc=1, SOH=0.968%. CVQ=0.159, ...",143,102
TJU_NCA_CY25-05_1-#17.csv,"NCA at 25°C. CC-CV 0.5C to 4.2V. Disch 1C to 2.65V. Cyc=1, SOH=0.920%. CVQ=0.655, CVt=1348.078s, Isl...",126,95
TJU_NCA_CY45-05_1-#26.csv,"NCA at 45°C. CC-CV 0.5C to 4.2V. Disch 1C to 2.65V. Cyc=1, SOH=0.932%. CVQ=0.627, CVt=1290.064s, Isl...",126,95
XJTU_R3_battery-5.csv,"NCM at 30°C. CC-CV 2C to 4.2V Disch 0.5C-5C to 3.0V Cyc=1, SOH=0.963%. CVQ=0.348, CVt=313.680s, Islo...",125,94
TJU_NCA_CY45-05_1-#5.csv,"NCA at 45°C. CC-CV 0.5C to 4.2V. Disch 1C to 2.65V. Cyc=1, SOH=0.955%. CVQ=0.612, CVt=1257.290s, Isl...",126,95
TJU_NCM_CY45-05_1-#6.csv,"NCM at 45°C. CC-CV 0.5C to 4.2V. Disch 1C to 2.5V. Cyc=1, SOH=0.939%. CVQ=0.617, CVt=1270.144s, Islo...",125,94
XJTU_Sim_satellite_battery-7.csv,"NCM at 30°C. CC-CV 2C to 4.2V Disch 0.667C Cyc=1, SOH=0.964%. CVQ=0.334, CVt=300.540s, Islope=-1.26e...",116,87
MIT_2017-06-30_battery-21.csv,"LFP/Graphite at 30°C. CC-CV 4.65C to 19%, 4.85C to 80%. Disch 4C to 2.0V. Cyc=1, SOH=0.986%. CVQ=0.1...",147,106
TJU_NCA_CY45-05_1-#11.csv,"NCA at 45°C. CC-CV 0.5C to 4.2V. Disch 1C to 2.65V. Cyc=1, SOH=0.953%. CVQ=0.618, CVt=1269.340s, Isl...",126,95
TJU_NCA_CY45-05_1-#27.csv,"NCA at 45°C. CC-CV 0.5C to 4.2V. Disch 1C to 2.65V. Cyc=1, SOH=0.925%. CVQ=0.616, CVt=1265.676s, Isl...",126,95
TJU_NCA_CY25-05_1-#15.csv,"NCA at 25°C. CC-CV 0.5C to 4.2V. Disch 1C to 2.65V. Cyc=1, SOH=0.930%. CVQ=0.640, CVt=1317.700s, Isl...",126,95
TJU_NCA_CY25-05_1-#16.csv,"NCA at 25°C. CC-CV 0.5C to 4.2V. Disch 1C to 2.65V. Cyc=1, SOH=0.924%. CVQ=0.669, CVt=1375.456s, Isl...",126,95
XJTU_RW_battery-6.csv,"NCM at 30°C. 0.5C CC-CV to 4.2V, then 3C CC-CV to 4.2V Disch random current-time discharge patterns ...",173,103
XJTU_3C_battery-1.csv,"NCM at 30°C. CC-CV 3C to 4.2V Disch 1C to 2.5V Cyc=1, SOH=0.951%. CVQ=0.390, CVt=234.360s, Islope=-1...",120,89
TJU_NCA_CY25-05_1-#2.csv,"NCA at 25°C. CC-CV 0.5C to 4.2V. Disch 1C to 2.65V. Cyc=1, SOH=0.926%. CVQ=0.654, CVt=1346.552s, Isl...",126,95
MIT_2017-05-12_battery-36.csv,"LFP/Graphite at 30°C. CC-CV 12.7C to 40%, 3C to 80%. Disch 4C to 2.0V. Cyc=1, SOH=0.975%. CVQ=0.151,...",144,103
MIT_2018-04-12_battery-22.csv,"LFP/Graphite at 30°C. CC-CV 5.6C to 19%, 4.6C to 80%. Disch 4C to 2.0V. Cyc=1, SOH=0.971%. CVQ=0.162...",145,104
